Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Brand,Model,Age,Country
Maruti Swift VDI,Kochi,9565.67,2017,34613,Diesel,Manual,First,28.4,1248,74.0,5.0,Maruti,Swift VDI,7,India
Maruti Ertiga VDI Limited Edition,Chennai,7358.21,2015,153000,Diesel,Manual,First,20.77,1248,88.76,7.0,Maruti,Ertiga VDI Limited Edition,9,India
Maruti Swift VXi BSIV,Chennai,6898.32,2014,54000,Petrol,Manual,Second,16.1,1197,85.0,5.0,Maruti,Swift VXi BSIV,10,India
Hyundai i10 Sportz,Kochi,5932.56,2015,16900,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Sportz,9,South Korea
Hyundai i10 Sportz,Delhi,4215.64,2013,62334,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Sportz,11,South Korea
Maruti Baleno Sigma 1.2,Kochi,10071.55,2018,23714,Petrol,Manual,First,21.4,1197,83.1,5.0,Maruti,Baleno Sigma 1.2,6,India
Hyundai Accent Executive,Jaipur,3065.92,2010,52325,Petrol,Manual,First,16.36,1495,93.7,5.0,Hyundai,Accent Executive,14,South Korea
Honda Brio S MT,Ahmedabad,5595.3,2012,50000,Petrol,Manual,First,19.4,1198,86.8,5.0,Honda,Brio S MT,12,Japan
Maruti Swift ZDi,Hyderabad,10654.07,2016,55746,Diesel,Manual,First,22.9,1248,74.0,5.0,Maruti,Swift ZDi,8,India
Hyundai Xcent 1.2 VTVT S,Bangalore,8431.28,2014,54000,Petrol,Manual,First,20.14,1197,81.86,5.0,Hyundai,Xcent 1.2 VTVT S,10,South Korea
Mahindra XUV500 W8 2WD,Kolkata,10730.72,2013,43000,Diesel,Manual,First,16.0,2179,140.0,7.0,Mahindra,XUV500 W8 2WD,11,India
Mercedes-Benz E-Class E250 CDI Avantgrade,Delhi,36791.04,2014,40000,Diesel,Automatic,First,13.0,2143,201.1,5.0,Mercedes-Benz,E-Class E250 CDI Avantgrade,10,Germany
Land Rover Freelander 2 TD4 S,Bangalore,16862.56,2010,125000,Diesel,Automatic,Second,0.0,2179,115.0,5.0,Land,Rover Freelander 2 TD4 S,14,UK
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,49821.2,2016,51944,Diesel,Automatic,First,19.27,2143,170.0,5.0,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,8,Germany
Hyundai i20 Asta 1.4 CRDi,Kochi,9887.59,2015,46950,Diesel,Manual,First,21.27,1396,88.76,5.0,Hyundai,i20 Asta 1.4 CRDi,9,South Korea
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,24144.12,2015,23000,Diesel,Automatic,First,19.3,1968,141.0,5.0,Skoda,Octavia Elegance 2.0 TDI AT,9,Czech Republic
Honda City 1.5 S MT,Mumbai,8431.28,2014,54546,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,10,Japan
Toyota Fortuner 4x2 AT,Kochi,29172.23,2015,51535,Diesel,Automatic,First,12.55,2982,168.5,7.0,Toyota,Fortuner 4x2 AT,9,Japan
Audi Q3 2.0 TDI Quattro,Kolkata,23377.64,2013,45000,Diesel,Automatic,First,17.32,1968,184.0,5.0,Audi,Q3 2.0 TDI Quattro,11,Germany
Maruti Alto K10 2010-2014 VXI,Hyderabad,3679.1,2012,46004,Petrol,Manual,First,20.92,998,67.1,5.0,Maruti,Alto K10 2010-2014 VXI,12,India
Tata Indigo eCS LX BSIV,Chennai,3525.81,2011,124000,Diesel,Manual,First,23.03,1396,69.0,5.0,Tata,Indigo eCS LX BSIV,13,India
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,21997.98,2014,77395,Diesel,Automatic,First,17.11,1968,174.33,5.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,10,Germany
Maruti Alto 800 2016-2019 CNG LXI,Mumbai,5365.36,2018,10600,CNG,Manual,First,33.44,796,40.3,4.0,Maruti,Alto 800 2016-2019 CNG LXI,6,India
Honda City i-VTEC CVT VX,Kochi,18349.53,2018,22974,Petrol,Automatic,First,18.0,1497,117.3,5.0,Honda,City i-VTEC CVT VX,6,Japan
Toyota Fortuner 2.8 2WD MT,Ahmedabad,28972.94,2015,65012,Diesel,Manual,First,14.24,2755,174.5,7.0,Toyota,Fortuner 2.8 2WD MT,9,Japan
Hyundai Grand i10 Sportz,Ahmedabad,8277.98,2017,17125,Petrol,Manual,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 Sportz,7,South Korea
Maruti Eeco 7 Seater Standard,Hyderabad,4522.23,2015,90413,Petrol,Manual,First,15.1,1196,73.0,7.0,Maruti,Eeco 7 Seater Standard,9,India
Volkswagen Polo Petrol Highline 1.2L,Bangalore,7818.1,2013,37000,Petrol,Manual,First,16.47,1198,73.9,5.0,Volkswagen,Polo Petrol Highline 1.2L,11,Germany
Maruti Wagon R LXI Minor,Jaipur,2299.44,2006,65000,Petrol,Manual,First,18.9,1061,67.0,5.0,Maruti,Wagon R LXI Minor,18,India
Honda City 1.5 V MT,Bangalore,7511.5,2011,66000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,13,Japan
Honda Civic 2010-2013 1.8 S MT,Mumbai,4445.58,2010,86000,Petrol,Manual,First,14.8,1799,130.2,5.0,Honda,Civic 2010-2013 1.8 S MT,14,Japan
Honda City 1.5 EXI,Pune,1762.9,2005,98437,Petrol,Manual,First,13.0,1493,100.0,5.0,Honda,City 1.5 EXI,19,Japan
Hyundai i20 1.2 Magna,Kolkata,3525.81,2010,18000,Petrol,Manual,First,18.5,1197,80.0,5.0,Hyundai,i20 1.2 Magna,14,South Korea
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,9182.43,2018,35070,Diesel,Manual,First,24.0,1120,70.0,5.0,Hyundai,Grand i10 CRDi Sportz Celebration Edition,6,South Korea
Volkswagen Vento Petrol Highline AT,Pune,5212.06,2011,42000,Petrol,Automatic,Third,14.4,1598,103.6,5.0,Volkswagen,Vento Petrol Highline AT,13,Germany
Hyundai i10 Sportz 1.2,Kolkata,2606.03,2009,40000,Petrol,Manual,First,20.36,1197,78.9,5.0,Hyundai,i10 Sportz 1.2,15,South Korea
Hyundai i20 Asta,Kolkata,3050.59,2009,43000,Petrol,Manual,First,17.0,1197,80.0,5.0,Hyundai,i20 Asta,15,South Korea
Chevrolet Beat LS,Pune,3832.4,2012,65000,Petrol,Manual,First,18.6,1199,79.4,5.0,Chevrolet,Beat LS,12,USA
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,7434.86,2013,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L,11,Germany
Ford Figo Petrol LXI,Hyderabad,4062.34,2010,51192,Petrol,Manual,First,15.6,1196,70.0,5.0,Ford,Figo Petrol LXI,14,USA
Audi TT 2.0 TFSI,Kochi,41926.46,2014,14262,Petrol,Automatic,First,9.9,1984,207.8,2.0,Audi,TT 2.0 TFSI,10,Germany
Honda City i DTEC VX,Jaipur,10577.42,2015,66339,Diesel,Manual,Second,25.1,1498,98.6,5.0,Honda,City i DTEC VX,9,Japan
Ford Figo Diesel Titanium,Hyderabad,5365.36,2013,90200,Diesel,Manual,First,20.0,1399,68.05,5.0,Ford,Figo Diesel Titanium,11,USA
Toyota Innova 2.5 ZX Diesel 7 Seater,Delhi,19162.0,2015,57854,Diesel,Manual,First,12.99,2494,100.6,7.0,Toyota,Innova 2.5 ZX Diesel 7 Seater,9,Japan
Maruti Ciaz 1.4 AT Alpha,Delhi,14103.23,2017,32000,Petrol,Automatic,First,19.12,1373,91.1,5.0,Maruti,Ciaz 1.4 AT Alpha,7,India
Hyundai Grand i10 AT Asta,Mumbai,7511.5,2015,29631,Petrol,Automatic,First,18.9,1197,82.0,5.0,Hyundai,Grand i10 AT Asta,9,South Korea
Honda City 1.3 DX,Delhi,4905.47,2009,55005,Petrol,Manual,First,17.8,1498,119.35,5.0,Honda,City 1.3 DX,15,Japan
Ford EcoSport 1.0 Ecoboost Titanium Plus BE,Kochi,8507.93,2014,54173,Petrol,Manual,First,18.88,999,123.24,5.0,Ford,EcoSport 1.0 Ecoboost Titanium Plus BE,10,USA
Skoda Octavia Ambition 1.8 TSI AT,Ahmedabad,20694.96,2014,50000,Petrol,Automatic,First,14.7,1798,177.6,5.0,Skoda,Octavia Ambition 1.8 TSI AT,10,Czech Republic
Fiat Linea Emotion (Diesel),Kolkata,3985.7,2010,145000,Diesel,Manual,First,20.4,1248,91.7,5.0,Fiat,Linea Emotion (Diesel),14,Italy
Maruti Swift Lxi BSIII,Jaipur,6898.32,2015,78000,Petrol,Manual,First,16.1,1298,88.2,5.0,Maruti,Swift Lxi BSIII,9,India
Land Rover Discovery 4 TDV6 SE,Delhi,52120.64,2013,65000,Diesel,Automatic,Second,11.8,2993,180.0,7.0,Land,Rover Discovery 4 TDV6 SE,11,UK
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,18395.52,2012,120000,Diesel,Manual,First,12.8,2494,102.0,7.0,Toyota,Innova 2.5 V Diesel 7-seater,12,Japan
Maruti Swift LDI,Mumbai,8048.04,2015,14000,Diesel,Manual,First,28.4,1248,74.0,5.0,Maruti,Swift LDI,9,India
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,33050.62,2014,57456,Diesel,Automatic,First,17.68,1968,174.33,5.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,10,Germany
BMW 5 Series 520d Luxury Line,Coimbatore,37833.45,2012,44450,Diesel,Automatic,First,22.48,1995,190.0,5.0,BMW,5 Series 520d Luxury Line,12,Germany
Hyundai i20 Magna Optional 1.2,Delhi,5625.96,2013,63777,Petrol,Manual,First,18.5,1197,82.9,5.0,Hyundai,i20 Magna Optional 1.2,11,South Korea
BMW X1 M Sport sDrive 20d,Mumbai,45222.32,2016,31000,Diesel,Automatic,First,17.05,1995,190.0,5.0,BMW,X1 M Sport sDrive 20d,8,Germany
Toyota Etios G,Delhi,4752.18,2012,60000,Petrol,Manual,First,17.6,1496,88.73,5.0,Toyota,Etios G,12,Japan
Tata Indigo LX,Ahmedabad,4445.58,2015,78008,Diesel,Manual,First,17.0,1405,70.0,5.0,Tata,Indigo LX,9,India
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,65917.28,2014,33000,Diesel,Automatic,Second,0.0,2987,165.0,5.0,Mercedes-Benz,M-Class ML 350 4Matic,10,Germany
Volkswagen Beetle 2.0,Mumbai,24450.71,2009,27078,Petrol,Automatic,First,10.98,1984,114.4,4.0,Volkswagen,Beetle 2.0,15,Germany
Volkswagen Polo GT TDI,Hyderabad,6898.32,2011,57275,Diesel,Manual,First,19.7,1598,103.6,5.0,Volkswagen,Polo GT TDI,13,Germany
Hyundai Grand i10 CRDi Magna,Delhi,5350.03,2014,45000,Diesel,Manual,First,24.0,1120,70.0,5.0,Hyundai,Grand i10 CRDi Magna,10,South Korea
Maruti Swift VDI BSIV,Delhi,6515.08,2014,57319,Diesel,Manual,First,25.2,1248,74.0,5.0,Maruti,Swift VDI BSIV,10,India
Hyundai Verna CRDi 1.4 E,Chennai,2912.62,2008,121097,Diesel,Manual,Second,24.0,1396,88.76,5.0,Hyundai,Verna CRDi 1.4 E,16,South Korea
BMW 5 Series 2003-2012 525d,Mumbai,25401.15,2011,89000,Diesel,Automatic,First,16.73,1995,218.0,5.0,BMW,5 Series 2003-2012 525d,13,Germany
Honda City 1.5 S MT,Bangalore,8814.52,2012,72000,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 S MT,12,Japan
Audi A4 2.0 TDI,Delhi,21461.44,2013,36000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,Audi,A4 2.0 TDI,11,Germany
Fiat Linea Classic Plus 1.3 Multijet,Jaipur,3832.4,2013,86000,Diesel,Manual,Second,19.5,1248,75.0,5.0,Fiat,Linea Classic Plus 1.3 Multijet,11,Italy
Honda City 1.3 EXI,Ahmedabad,1839.55,2002,85000,Petrol,Manual,First,13.0,1343,90.0,5.0,Honda,City 1.3 EXI,22,Japan
BMW 3 Series 320d Luxury Line,Kochi,21384.79,2013,37613,Diesel,Automatic,First,22.69,1995,190.0,5.0,BMW,3 Series 320d Luxury Line,11,Germany
Ford Fiesta 1.4 Duratec EXI,Chennai,2452.74,2007,100000,Petrol,Manual,First,16.6,1388,68.0,5.0,Ford,Fiesta 1.4 Duratec EXI,17,USA
Tata Nano XTA,Coimbatore,5518.66,2016,5240,Petrol,Automatic,First,21.9,624,37.48,4.0,Tata,Nano XTA,8,India
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,6898.32,2018,20000,CNG,Manual,First,15.1,1196,73.0,5.0,Maruti,Eeco 5 STR With AC Plus HTR CNG,6,India
Maruti Ignis 1.2 Delta,Coimbatore,9289.74,2019,16862,Petrol,Manual,First,20.89,1197,81.8,5.0,Maruti,Ignis 1.2 Delta,5,India
Maruti Swift Dzire ZXi,Coimbatore,8109.36,2013,59254,Petrol,Manual,Second,17.5,1298,85.8,5.0,Maruti,Swift Dzire ZXi,11,India
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,8814.52,2014,60000,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium,10,USA
Maruti Swift 1.3 ZXI,Hyderabad,8891.17,2015,50295,Petrol,Manual,First,20.4,1197,83.0,5.0,Maruti,Swift 1.3 ZXI,9,India
Maruti Swift Dzire VXI,Coimbatore,8768.53,2014,47674,Petrol,Manual,First,19.1,1197,85.8,5.0,Maruti,Swift Dzire VXI,10,India
Hyundai i10 Sportz AT,Kochi,6729.69,2014,61517,Petrol,Automatic,First,16.95,1197,78.9,5.0,Hyundai,i10 Sportz AT,10,South Korea
Mahindra XUV500 W6 2WD,Coimbatore,16939.21,2016,62946,Diesel,Manual,First,15.1,2179,140.0,7.0,Mahindra,XUV500 W6 2WD,8,India
Hyundai i20 Magna 1.4 CRDi,Delhi,7404.2,2015,66823,Diesel,Manual,Second,22.54,1396,88.73,5.0,Hyundai,i20 Magna 1.4 CRDi,9,South Korea
Maruti Wagon R CNG LXI,Pune,4537.56,2013,79494,CNG,Manual,First,33.54,998,67.04,5.0,Maruti,Wagon R CNG LXI,11,India
Hyundai i20 Asta 1.4 CRDi,Chennai,6898.32,2012,107000,Diesel,Manual,Second,21.27,1396,88.76,5.0,Hyundai,i20 Asta 1.4 CRDi,12,South Korea
BMW 7 Series 730Ld,Mumbai,29892.72,2011,55000,Diesel,Automatic,Second,16.46,2993,258.0,5.0,BMW,7 Series 730Ld,13,Germany
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,13413.4,2017,24000,Petrol,Automatic,First,14.3,1598,103.52,5.0,Skoda,Rapid 1.6 MPI AT Style Plus,7,Czech Republic
Audi Q7 45 TDI Quattro Technology,Mumbai,102708.32,2016,20002,Diesel,Automatic,First,14.75,2967,245.0,7.0,Audi,Q7 45 TDI Quattro Technology,8,Germany
Honda City i VTEC VX,Kochi,12876.86,2016,54317,Petrol,Manual,First,17.4,1497,117.3,5.0,Honda,City i VTEC VX,8,Japan
Hyundai Xcent 1.2 Kappa SX,Mumbai,7649.47,2016,10200,Petrol,Manual,First,19.1,1197,82.0,5.0,Hyundai,Xcent 1.2 Kappa SX,8,South Korea
Honda City i DTec E,Coimbatore,12539.61,2016,24337,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec E,8,Japan
Honda Brio S Option MT,Pune,4445.58,2012,79000,Petrol,Manual,First,18.4,1198,86.8,5.0,Honda,Brio S Option MT,12,Japan
Maruti Ciaz ZDi Plus SHVS,Jaipur,10884.02,2015,40500,Diesel,Manual,First,28.09,1248,88.5,5.0,Maruti,Ciaz ZDi Plus SHVS,9,India
Maruti Swift Dzire VDI Optional,Pune,10807.37,2016,23000,Diesel,Manual,First,26.59,1248,74.0,5.0,Maruti,Swift Dzire VDI Optional,8,India
Honda CR-V 2.4L 4WD AT,Pune,26826.8,2015,63050,Petrol,Automatic,First,11.1,2354,158.8,5.0,Honda,CR-V 2.4L 4WD AT,9,Japan
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,5227.39,2008,78000,Petrol,Automatic,Second,14.53,1794,138.1,5.0,Toyota,Corolla Altis 2008-2013 1.8 VL AT,16,Japan
Honda City 1.5 V MT,Coimbatore,8707.21,2012,66245,Petrol,Manual,First,17.0,1497,118.0,5.0,Honda,City 1.5 V MT,12,Japan
Mahindra Scorpio LX BS IV,Bangalore,6285.14,2007,74112,Diesel,Manual,First,12.05,2179,120.0,9.0,Mahindra,Scorpio LX BS IV,17,India
Skoda Laura 1.8 TSI Ambiente,Delhi,6131.84,2011,87670,Petrol,Manual,First,13.4,1798,157.8,5.0,Skoda,Laura 1.8 TSI Ambiente,13,Czech Republic
BMW 3 Series 320d Sport Line,Hyderabad,45988.8,2015,10000,Diesel,Automatic,First,18.88,1995,184.0,5.0,BMW,3 Series 320d Sport Line,9,Germany
Maruti SX4 Zxi BSIII,Chennai,2759.33,2007,62493,Petrol,Manual,First,15.0,1586,104.68,5.0,Maruti,SX4 Zxi BSIII,17,India
Maruti Ciaz VXi Plus,Kochi,10623.41,2015,44620,Petrol,Manual,First,20.73,1373,91.1,5.0,Maruti,Ciaz VXi Plus,9,India
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,107307.2,2012,66538,Diesel,Automatic,First,10.2,4367,308.0,7.0,Land,Rover Range Rover 3.6 TDV8 Vogue SE Diesel,12,UK
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,12110.38,2013,60000,Diesel,Manual,First,12.99,2494,100.0,7.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,11,Japan
Hyundai Santro Xing GL,Kochi,4261.63,2011,20842,Petrol,Manual,First,0.0,1086,62.0,5.0,Hyundai,Santro Xing GL,13,South Korea
Hyundai Santa Fe 4WD AT,Chennai,22074.62,2014,110000,Diesel,Automatic,First,13.01,2199,194.3,7.0,Hyundai,Santa Fe 4WD AT,10,South Korea
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,20694.96,2011,45000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,Mercedes-Benz,New C-Class C250 Avantgarde,13,Germany
Maruti Wagon R LXI CNG,Mumbai,4828.82,2014,40000,CNG,Manual,Second,26.6,998,58.16,5.0,Maruti,Wagon R LXI CNG,10,India
Maruti Alto LXi,Coimbatore,4414.92,2012,49008,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,12,India
Maruti Alto 800 2016-2019 LXI,Kolkata,3295.86,2016,31000,Petrol,Manual,First,24.7,796,47.3,5.0,Maruti,Alto 800 2016-2019 LXI,8,India
Nissan Sunny 2011-2014 XV,Pune,5748.6,2013,8000,Petrol,Manual,First,16.95,1498,97.7,5.0,Nissan,Sunny 2011-2014 XV,11,Japan
Maruti Alto 800 2016-2019 VXI,Mumbai,5518.66,2019,171,Petrol,Manual,First,24.7,796,47.3,5.0,Maruti,Alto 800 2016-2019 VXI,5,India
Maruti Alto K10 VXI,Kolkata,5518.66,2018,2100,Petrol,Manual,First,24.07,998,67.1,5.0,Maruti,Alto K10 VXI,6,India
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,11573.85,2018,20667,Petrol,Automatic,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz AT,6,South Korea
Honda Mobilio S i DTEC,Kolkata,7204.91,2015,50000,Diesel,Manual,First,24.2,1498,98.6,7.0,Honda,Mobilio S i DTEC,9,Japan
Tata Manza Aqua Quadrajet,Jaipur,2452.74,2010,100030,Diesel,Manual,Second,18.8,1248,90.0,5.0,Tata,Manza Aqua Quadrajet,14,India
Chevrolet Optra Magnum 2.0 LT,Pune,5120.09,2011,75372,Diesel,Manual,First,16.52,1991,123.7,5.0,Chevrolet,Optra Magnum 2.0 LT,13,USA
Honda City i VTEC CVT VX,Kochi,13949.94,2016,60475,Petrol,Automatic,First,18.0,1497,117.3,5.0,Honda,City i VTEC CVT VX,8,Japan
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9458.36,2019,18453,Petrol,Manual,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Sportz,5,South Korea
Hyundai Verna CRDi 1.6 SX,Hyderabad,3832.4,2008,96578,Diesel,Manual,First,22.0,1582,126.2,5.0,Hyundai,Verna CRDi 1.6 SX,16,South Korea
Nissan Micra XL,Kolkata,4598.88,2016,31001,Petrol,Manual,First,18.44,1198,75.0,5.0,Nissan,Micra XL,8,Japan
Hyundai Verna 1.6 SX,Jaipur,8814.52,2012,65900,Diesel,Manual,First,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX,12,South Korea
Hyundai Creta 1.6 VTVT E Plus,Bangalore,16479.32,2017,26246,Petrol,Manual,First,15.29,1591,121.3,5.0,Hyundai,Creta 1.6 VTVT E Plus,7,South Korea
Maruti Wagon R VXI BS IV,Jaipur,4368.94,2013,62700,Petrol,Manual,Second,20.51,998,67.04,5.0,Maruti,Wagon R VXI BS IV,11,India
Honda Accord 2.4 Elegance A/T,Chennai,9964.24,2008,90000,Petrol,Automatic,First,10.2,2354,180.0,5.0,Honda,Accord 2.4 Elegance A/T,16,Japan
Honda City 1.5 S AT,Bangalore,14486.47,2016,36000,Petrol,Automatic,First,16.8,1497,118.0,5.0,Honda,City 1.5 S AT,8,Japan
Maruti Baleno Alpha 1.3,Delhi,10347.48,2016,46000,Diesel,Manual,First,27.39,1248,74.0,5.0,Maruti,Baleno Alpha 1.3,8,India
Honda City i DTec V,Coimbatore,11880.44,2017,73003,Diesel,Manual,First,26.0,1498,98.6,5.0,Honda,City i DTec V,7,Japan
Hyundai i20 Era 1.4 CRDi,Kochi,6745.02,2014,46566,Diesel,Manual,First,22.54,1396,88.76,5.0,Hyundai,i20 Era 1.4 CRDi,10,South Korea
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,64384.32,2015,41493,Diesel,Automatic,First,13.0,2987,265.0,5.0,Mercedes-Benz,E-Class 2015-2017 E350 Edition E,9,Germany
Nissan Terrano XV 110 PS,Kochi,8691.88,2014,103788,Diesel,Manual,First,19.01,1461,108.5,5.0,Nissan,Terrano XV 110 PS,10,Japan
Renault Duster 110PS Diesel RxZ AMT,Bangalore,17629.04,2016,45000,Diesel,Automatic,First,19.6,1461,108.45,5.0,Renault,Duster 110PS Diesel RxZ AMT,8,France
Maruti Wagon R LXI Minor,Pune,2590.7,2009,120000,Petrol,Manual,First,18.9,998,67.1,5.0,Maruti,Wagon R LXI Minor,15,India
Hyundai Getz 1.5 CRDi GVS,Jaipur,2759.33,2009,97359,Diesel,Manual,Second,17.1,1493,110.0,5.0,Hyundai,Getz 1.5 CRDi GVS,15,South Korea
Maruti Ritz LXi,Mumbai,4905.47,2016,62000,Petrol,Manual,First,18.5,1197,85.8,5.0,Maruti,Ritz LXi,8,India
Honda City 1.5 GXI,Pune,2299.44,2004,115000,Petrol,Manual,Second,12.8,1493,100.0,5.0,Honda,City 1.5 GXI,20,Japan
BMW 5 Series 520d Sport Line,Kochi,70301.55,2019,18373,Diesel,Automatic,First,22.48,1995,187.74,5.0,BMW,5 Series 520d Sport Line,5,Germany
Volkswagen Polo 1.2 MPI Highline,Hyderabad,7818.1,2016,60453,Petrol,Manual,First,16.47,1198,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,8,Germany
Ford Figo Petrol ZXI,Mumbai,3679.1,2010,69009,Petrol,Manual,Second,15.6,1196,70.0,5.0,Ford,Figo Petrol ZXI,14,USA
BMW 3 Series 320d Luxury Line,Hyderabad,33725.12,2013,30000,Diesel,Automatic,First,18.88,1995,184.0,5.0,BMW,3 Series 320d Luxury Line,11,Germany
Hyundai Verna 1.6 SX CRDi (O),Delhi,6561.07,2012,70707,Diesel,Manual,First,22.32,1582,126.32,5.0,Hyundai,Verna 1.6 SX CRDi (O),12,South Korea
Renault Duster 85PS Diesel RxL,Coimbatore,8691.88,2015,64677,Diesel,Manual,First,20.45,1461,83.8,5.0,Renault,Duster 85PS Diesel RxL,9,France
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,9504.35,2018,3000,Petrol,Automatic,First,18.9,1197,81.86,5.0,Hyundai,Grand i10 1.2 Kappa Magna AT,6,South Korea
BMW X1 sDrive20d,Bangalore,22212.59,2013,49000,Diesel,Automatic,Second,17.05,1995,184.0,5.0,BMW,X1 sDrive20d,11,Germany
Maruti Ritz VDi,Pune,4598.88,2010,71000,Diesel,Manual,First,21.1,1248,73.9,5.0,Maruti,Ritz VDi,14,India
Hyundai i10 Era 1.1 iTech SE,Jaipur,3449.16,2010,52000,Petrol,Manual,Second,19.81,1086,68.05,5.0,Hyundai,i10 Era 1.1 iTech SE,14,South Korea
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,67112.99,2016,35659,Diesel,Automatic,First,15.97,2993,258.0,7.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,8,Germany
Honda City V MT Exclusive,Kochi,17552.39,2019,5377,Petrol,Manual,First,16.8,1497,116.3,5.0,Honda,City V MT Exclusive,5,Japan
Mahindra Ssangyong Rexton RX7,Delhi,16096.08,2014,65000,Diesel,Automatic,First,11.18,2696,184.0,7.0,Mahindra,Ssangyong Rexton RX7,10,India
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11466.54,2015,92708,Diesel,Manual,First,22.7,1498,89.84,5.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,USA
Maruti Alto LXi,Coimbatore,4752.18,2010,48105,Petrol,Manual,First,19.7,796,46.3,5.0,Maruti,Alto LXi,14,India
Volkswagen Polo 1.2 MPI Highline,Mumbai,3909.05,2011,46759,Petrol,Manual,First,16.47,1198,74.0,5.0,Volkswagen,Polo 1.2 MPI Highline,13,Germany
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,5365.36,2013,62000,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Comfortline 1.2L,11,Germany
Volkswagen Polo Diesel Highline 1.2L,Kolkata,3970.37,2012,35175,Diesel,Manual,First,22.07,1199,73.9,5.0,Volkswagen,Polo Diesel Highline 1.2L,12,Germany
Maruti Ertiga ZDI,Kolkata,8354.63,2013,70000,Diesel,Manual,First,20.77,1248,88.8,7.0,Maruti,Ertiga ZDI,11,India
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,9197.76,2017,30000,Diesel,Manual,First,22.77,1498,98.59,5.0,Ford,EcoSport 1.5 TDCi Ambiente,7,USA
Toyota Innova Crysta 2.8 ZX AT,Kolkata,23745.55,2016,66618,Diesel,Automatic,First,11.36,2755,171.5,7.0,Toyota,Innova Crysta 2.8 ZX AT,8,Japan
BMW 5 Series 523i Sedan,Mumbai,19162.0,2010,69300,Petrol,Automatic,Second,10.8,2497,150.0,5.0,BMW,5 Series 523i Sedan,14,Germany
Maruti Swift Dzire Tour LDI,Kolkata,7281.56,2017,148000,Diesel,Manual,First,23.4,1248,74.0,5.0,Maruti,Swift Dzire Tour LDI,7,India
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,12033.74,2017,22000,Petrol,Manual,First,18.88,999,123.24,5.0,Ford,Ecosport 1.0 Ecoboost Platinum Edition,7,USA
Hyundai Verna CRDi SX,Ahmedabad,9197.76,2013,75000,Diesel,Manual,First,16.8,1493,110.0,5.0,Hyundai,Verna CRDi SX,11,South Korea
Tata Zest Revotron 1.2T XM,Mumbai,6131.84,2016,43706,Petrol,Manual,First,17.57,1193,88.7,5.0,Tata,Zest Revotron 1.2T XM,8,India
